% # columns="iter, evals, sigma, 0, fitness, xbest" seed=596332, Fri Nov  1 18:21:15 2024, <python>{}</python>
1 13 0.4869586536893704 0 0.9933469295501709 13.536062691480701 229.2065389628949 167.6263977429489 234.4493471732256 254.3183911930343 41.23646489129438 24.750728188447408 28.796818769677508 98.80478553873844 18.365109273458287 182.08478425992254 89.51063060484609 210.22312176694217 132.87149607969255 112.77752058526175 145.46380980946074 86.50042131481011 123.19519479264171 83.18428135679157 203.288470466854 78.51993442352371 39.95747636659909 220.63205547913026 224.37643871288745 57.85963591587872
2 26 0.4820125992145973 0 0.9920973777770996 12.956091731860989 229.21601637590007 167.3148693111453 234.40622348158783 254.0327677794969 41.77733489241461 24.351138898345788 28.3467514005076 99.24846251651495 19.11429460299321 182.23483580866713 88.60324198182686 210.90356835448978 133.83137211547955 112.43039376673813 146.1932954643945 86.81185818040885 122.5946104223392 82.29478304587704 204.24868097342997 78.15063227956665 40.09370136521864 220.03924251212428 223.89489754924247 57.13897478953996
3 39 0.4752038173065204 0 0.992111086845398 12.607818478818093 228.85578073951683 167.50456040718308 235.20246030938856 254.2252992898072 41.06465752919402 24.412299392046084 28.484004894449306 99.00572200638494 19.904809422364004 182.6288490013772 88.90835411113224 210.430179969604 133.45014218100235 113.3178588114407 146.5622518546763 87.09864726446742 122.64040587819204 82.30256685271917 205.15760136103265 78.32699984292037 40.33243720760081 219.46096126459562 224.64394536538012 56.74504517666343
4 52 0.48268188255900935 0 0.9916120767593384 12.429201301715217 229.38765318879172 167.41742279955687 235.55445020480704 253.71380701684635 41.06929051922122 23.456299056887858 28.032715193466 99.40869325975598 19.669039871152084 181.55464385341648 89.04872976185173 210.50680798569562 133.80218933914082 113.10023020565042 147.0400525810055 87.31912741629031 122.58355969475086 82.01403548909606 204.54226235938947 78.9536966414867 40.67212529048311 220.166789078322 224.4884827818345 57.4494617693594
5 65 0.4994031326395307 0 0.9915273785591125 12.755406854307422 228.54312255769318 166.75396570962715 234.65527625380648 254.02488378907455 41.34508920139284 22.83939439775899 27.660212918720763 98.98881283219555 19.432681204121174 181.74250088950208 88.95052989692601 210.75240282027812 134.41809786413333 113.23326557733537 146.22504094261652 86.51697616186944 123.11612093778852 81.93780606739668 204.26183750571397 77.43481479175355 40.041652961120604 220.37545532004364 224.60339816009855 57.58203839874646
6 78 0.5171315086668627 0 0.9915152788162231 12.65288773555884 228.64559723217775 167.00277832787182 234.68474647311942 253.88725264435672 41.502925560759806 22.453336930182754 27.609214782456004 98.97452907979783 19.300684005227364 181.32872803478878 89.01576190822304 210.21509009347596 135.07126524933318 113.17796959894591 146.35941513107153 86.82263173853468 122.62067746182944 82.23670097425806 203.73343528381633 77.2188937234388 39.55831092688977 219.37165020468396 223.91721584664484 58.16979596760633
7 91 0.5419136055976213 0 0.9914699196815491 12.595486749087717 229.0049309189221 166.47012029679357 234.31000391874034 253.87640441081925 40.84793352099205 22.948197887034542 26.724457433052113 99.94138214926315 18.495598176382607 180.7974651727597 89.542845210889 210.50359508594659 134.66453026173318 113.74413137598602 146.16029836915214 85.74599400927089 123.50507385151542 81.77682736306505 204.34753425345804 77.46428539639756 40.812978428085216 219.29141925720683 224.5900414088984 57.683146546987544
8 104 0.5703330927662695 0 0.9914831519126892 12.610260298251385 229.61822074260138 167.54165256950668 234.9279525110545 253.94380620065326 40.33434659254828 22.65856518406942 27.072065788454406 98.97983697102072 18.30202194499475 180.91661468096748 90.04445020320773 210.49541480878366 134.8557319242016 113.44449537897154 146.83157245123627 85.44410771109852 123.0306344599212 83.14982018971098 203.5998633815324 78.09192018331227 40.1619845626912 219.70685500766353 224.77561364154687 58.2604472255052
9 117 0.6055478362218426 0 0.9914956092834473 12.322040039790364 230.27084838275235 166.57771596975252 234.42355690776867 253.912837919371 41.37503763934569 22.219624971141684 26.378955144229554 99.10959096612073 19.015569994809212 180.5867721975669 89.30377100872539 209.70994268651324 135.6458885516372 112.67169709755301 146.09769380609978 85.35736915734344 122.15906089482377 82.78981973521584 203.15618699524774 78.2596997591317 39.21024966633699 219.7789581742005 223.74335718891876 59.112053646003474
10 130 0.6439609661047849 0 0.9913575649261475 12.662746375184193 229.93101689351084 166.70910825100225 235.0588299608217 253.86091877179183 39.25448341478445 22.409615761306803 25.451951165545132 99.5194370082801 17.40605970457521 180.02502792022182 89.98401970491813 210.20457868798323 134.5925717719825 114.73498970852948 145.57730904380395 84.71367815644436 123.59676524447303 82.42958891675751 202.66158296645116 77.36106071237947 39.18387214099147 218.92343508751816 224.07791576615062 57.10806216052972
